0,-0.148737538,-0.824332606,4
1,0.037448293,-0.790144589,4
2,0.21516793,-0.755540118,4
3,0.38468421,-0.720543172,4
4,0.546259971,-0.685177732,4
5,0.700158052,-0.649467775,4
6,0.846641289,-0.613437282,4
7,0.98597252,-0.577110232,4
8,1.118414582,-0.540510604,4
9,1.244230314,-0.503662377,4
10,1.363682552,-0.466589532,4
11,1.477034135,-0.429316046,4
12,1.5845479,-0.3918659,4
13,1.686486684,-0.354263072,4
14,1.783113325,-0.316531542,4
15,1.874690661,-0.27869529,4
16,1.961481529,-0.240778295,4
17,2.043748767,-0.202804535,4
18,2.121755212,-0.164797991,4
19,2.195763703,-0.126782641,4
20,2.266037076,-0.088782465,4
21,2.332838169,-0.050821443,4
22,2.39642982,-0.012923553,4
23,2.457074866,0.024887226,4
24,2.515036145,0.062586913,4
25,2.570576494,0.100151529,4
26,2.62411899,0.138164175,4
27,2.672035084,0.173738019,4
28,2.721623652,0.209049066,4
29,2.769120864,0.246274101,4
30,2.820229486,0.28075233,4
31,2.870796783,0.317252542,4
32,2.921410255,0.351113946,4
33,2.972678351,0.387106102,4
34,3.024763425,0.422699605,4
35,3.077847364,0.457958603,4
36,3.132128763,0.492945836,4
37,3.185232335,0.525131902,4
38,3.237375574,0.55928559,4
39,3.29350014,0.592877499,4
40,3.349135458,0.625970368,4
41,3.406665879,0.658628346,4
42,3.463770475,0.690915582,4
43,3.520259076,0.722894815,4
44,3.57594137,0.756760175,4
45,3.631089072,0.787869626,4
46,3.688105426,0.821010077,4
47,3.744686214,0.853670245,4
48,3.79852927,0.885931765,4
49,3.854167813,0.917876271,4
50,3.911430429,0.951716012,4
51,3.968031657,0.982827071,4
52,4.024278815,1.016014475,4
53,4.080481411,1.048785061,4
54,4.136946762,1.081239221,4
55,4.19138941,1.111344543,4
56,4.244099963,1.143906833,4
57,4.300074447,1.174302173,4
58,4.352285111,1.204742813,4
59,4.40570986,1.237441,4
60,4.458008872,1.267772819,4
61,4.511549151,1.298412682,4
62,4.561841997,1.329442224,4
63,4.613811726,1.358350162,4
64,4.665064155,1.389923405,4
65,4.715779761,1.419519917,4
66,4.770845843,1.451926606,4
67,4.823126565,1.482500798,4
68,4.879622633,1.511306644,4
69,4.93790362,1.540982951,4
70,4.995539742,1.57157434,4
71,5.054805983,1.603125429,4
72,5.115848769,1.633551497,4
73,5.178812331,1.662879679,4
74,5.245972297,1.69584252,4
75,5.312305462,1.729874378,4
76,5.380089002,1.767133916,4
77,5.445205008,1.800810833,4
78,5.51081705,1.836100478,4
79,5.57275427,1.870880475,4
80,5.638832701,1.90301174,4
81,5.702694957,1.935503094,4
82,5.76737777,1.968753868,4
83,5.838013159,2.005275392,4
84,5.912416055,2.042855463,4
85,5.990513246,2.081394375,4
86,6.072214815,2.12336644,4
87,6.157411306,2.168654606,4
88,6.243845946,2.215010289,4
89,6.334410498,2.262758925,4
90,6.428923028,2.313877972,4
91,6.529315648,2.368214133,4
92,6.632796161,2.423481948,4
93,6.739147167,2.482101369,4
94,6.850263901,2.543900982,4
95,6.963317289,2.603985064,4
96,7.080647107,2.667330102,4
97,7.199406795,2.731597685,4
98,7.319324594,2.796561261,4
99,7.444834154,2.864569074,4
100,7.568346628,2.933245837,4
101,7.691685405,3.002328759,4
102,7.816654978,3.07412907,4
103,7.94079847,3.146235879,4
104,8.06636442,3.218350153,4
105,8.190877057,3.292746878,4
106,8.31656821,3.369572478,4
107,8.443536129,3.446378409,4
108,8.565026192,3.521160032,4
109,8.690532176,3.598732168,4
110,8.813261805,3.673999134,4
111,8.935835814,3.747477363,4
112,9.058262627,3.824371992,4
113,9.185258128,3.902106996,4
114,9.307844929,3.97855167,4
115,9.429032532,4.054132482,4
116,9.553925729,4.13349975,4
117,9.677718808,4.211858143,4
